"Company Name","Country","Industry","Employee Range","Revenue Range","Time spent","Pages viewed","Domain","Initial Page seen","Campaign","Channel"
"The Economist","United Kingdom","Media and Entertainment","1,000 - 4,999","$500M - $1B","1s","","economist.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"SonicWall","United States","Software and Technology","500 - 999","$500M - $1B","1s","","sonicwall.com","www.factors.ai/blog/pipeline-velocity","$none","Organic Search"
"Betacom S.A.","Poland","Software and Technology","100 - 249","$50M - $100M","1s","","betacom.com.pl","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Carnegie Hall","United States","Business Services","250 - 499","$50M - $100M","1s","","carnegiehall.org","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"CameraMatics","United States","Software and Technology","20 - 49","$5M - $10M","1s","","cameramatics.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"TechBag Digital Pvt Ltd","India","Software and Technology","20 - 49","$1M - $5M","1s","","thetechbag.com","staging-app.factors.ai","$none","Direct"
"Breakwater Hospitality Group","United States","Hospitality and Travel","10 - 19","$1M - $5M","1s","","breakwaterhg.com","www.factors.ai","$none","Direct"
"Transmission","Singapore","Business Services","250 - 499","$50M - $100M","1s","","transmissionagency.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Systems Plus Solutions","India","Business Services","250 - 499","$50M - $100M","1s","","systems-plus.com","app.factors.ai/reports/visitor_report","$none","Direct"
"Boom - Howdy","United States","Business Services","10 - 19","$1M - $5M","1s","","boom-howdy.com","www.factors.ai","$none","Direct"
"Rawson Group","Australia","Construction","250 - 499","$50M - $100M","1s","","rawsonhomes.com.au","www.factors.ai/blog/abm-metrics-to-measure-campaign-success","$none","Organic Search"
"Mediavine","United States","Media and Entertainment","50 - 99","$10M - $25M","1s","","mediavine.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Market One Capital","Poland","Financial Services","20 - 49","$1M - $5M","1s","","moc.vc","www.factors.ai/blog/customer-acquisition-cost","$none","Organic Search"
"Gawar Construction Limited","India","Construction","500 - 999","$500M - $1B","1s","","gawar.in","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"RAM Aircraft","United States","Manufacturing","100 - 249","$10M - $25M","1s","","ramaircraft.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"BBIX","Japan","Telecommunications","50 - 99","$1M - $5M","1s","","bbix.net","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"CMR Surgical","Spain","Manufacturing","250 - 499","$50M - $100M","1s","","cmrsurgical.com","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"Boehringer Ingelheim","Germany","Pharmaceuticals","10,000+","$5B+","1s","","boehringer-ingelheim.com","app.factors.ai","$none","Direct"
"Alliance Technology Group","United States","Software and Technology","100 - 249","$50M - $100M","1s","","alliance-it.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Rogers Corporation","Canada","Manufacturing","1,000 - 4,999","$500M - $1B","1s","","rogerscorp.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Kearney","India","Business Services","1,000 - 4,999","$1B - $2.5B","1s","","kearney.com","app.factors.ai/reports/5000285","$none","Direct"
"NIZAM'S INSTITUTE OF MEDICAL SCIENCES","India","Healthcare and Medical","1,000 - 4,999","$100M - $250M","1s","","nims.edu.in","www.factors.ai","$none","Direct"
"Emergent Ventures","United States","Financial Services","10 - 19","$1M - $5M","1s","","emergent.vc","www.factors.ai","$none","Direct"
"Universitas Gadjah Mada","Indonesia","Education","1,000 - 4,999","$500M - $1B","1s","","ugm.ac.id","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"Lululemon Athletica Inc ","Canada","Retail and Distribution","10,000+","$2.5B - $5B","1s","","lululemon.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Splash Omnimedia","United States","Business Services","20 - 49","$1M - $5M","1s","","splashomnimedia.com","www.factors.ai/blog/stages-of-the-customer-journey","$none","Direct"
"BMM Logistics","United States","Transportation and Logistics","50 - 99","$10M - $25M","1s","","bmmlogistics.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"University Of Delaware","Israel","Education","1,000 - 4,999","$100M - $250M","1s","","udel.edu","app.factors.ai/login","$none","Direct"
"Informatica LLC","United States","Software and Technology","5,000 - 9,999","$1B - $2.5B","1s","","informatica.com","www.factors.ai","$none","Direct"
"Kuehne & Nagel","United States","Transportation and Logistics","10,000+","$5B+","1s","","kuehne-nagel.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Marriott International, Inc.","United States","Hospitality and Travel","10,000+","$5B+","1s","","marriott.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"QMetry","India","Business Services","100 - 249","$25M - $50M","1s","","qmetry.com","www.factors.ai/product/account-intelligence","$none","Organic Search"
"Lyricspad","United States","Business Services","100 - 249","$25M - $50M","1s","","lyricspad.net","www.factors.ai/blog/what-is-heap-analytics-heap-io-overview","$none","Organic Search"
"IK-Group AS","United Kingdom","Energy and Utilities","50 - 99","$50M - $100M","1s","","ik-worldwide.com","www.factors.ai/blog/b2b-marketing-attribution-challenges-and-solutions","$none","Organic Search"
"Pauls Cycles","United Kingdom","Consumer Goods and Services","10 - 19","$1M - $5M","1s","","paulscycles.co.uk","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"Career Edge","Canada","Business Services","20 - 49","$5M - $10M","1s","","careeredge.ca","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Clubspeed","United States","Software and Technology","20 - 49","$5M - $10M","1s","","clubspeed.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"VividCloud","United States","Software and Technology","100 - 249","$10M - $25M","1s","","vividcloud.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Zonar Systems","United States","Software and Technology","250 - 499","$50M - $100M","1s","","zonarsystems.com","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"Neil Walter Company","United States","Real Estate","20 - 49","$1M - $5M","1s","","neilwalter.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Fokis Services Inc.","Canada","Software and Technology","20 - 49","$10M - $25M","1s","","fokisservices.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Pdcloudex Pvt Ltd","India","Telecommunications","20 - 49","$1M - $5M","1s","","pdcloudex.com","www.factors.ai","$none","Organic Search"
"Neam IT-Services GmbH","Germany","Software and Technology","50 - 99","$5M - $10M","1s","","neam.de","www.factors.ai/features","$none","Organic Search"
"Compass, Inc.","United States","Real Estate","1,000 - 4,999","$2.5B - $5B","1s","","compass.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Exco InTouch","United States","Software and Technology","100 - 249","$25M - $50M","1s","","excointouch.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Nestle SA","United States","Food and Beverage","10,000+","$5B+","1s","","nestle.com","www.factors.ai","$none","Organic Search"
"Mercedes - Benz AG","India","Automotive","10,000+","$5B+","1s","","mercedes-benz.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Omaha Public Schools","United States","Education","5,000 - 9,999","$500M - $1B","1s","","ops.org","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"International Flavors & Fragrances, Inc.","United States","Manufacturing","10,000+","$5B+","1s","","iff.com","app.factors.ai/login","$none","Direct"
"Massachusetts Institute Of Technology","United States","Education","10,000+","$25M - $50M","1s","","web.mit.edu","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Antietam Broadband","United States","Telecommunications","50 - 99","$50M - $100M","1s","","antietambroadband.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Texas A&M University","United States","Education","10,000+","$2.5B - $5B","1s","","tamu.edu","www.factors.ai/blog/total-addressable-market","$none","Organic Search"
"Blue Yonder","India","Software and Technology","5,000 - 9,999","$1B - $2.5B","1s","","blueyonder.com","www.factors.ai","$none","Direct"
"Guerlain","France","Consumer Goods and Services","1,000 - 4,999","$500M - $1B","1s","","guerlain.com","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"Infonyx Pty Ltd","Australia","Software and Technology","20 - 49","$5M - $10M","1s","","infonyx.com.au","app.factors.ai/accounts/segments/cb62604a-54f2-44c2-9e90-b30388b8aba2","$none","Direct"
"Zuora","Australia","Software and Technology","1,000 - 4,999","$250M - $500M","1s","","zuora.com","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"Hitachi Vantara","United Arab Emirates","Software and Technology","10,000+","$2.5B - $5B","1s","","hitachivantara.com","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"Vaaree","India","Consumer Goods and Services","20 - 49","$1M - $5M","1s","","vaaree.com","www.factors.ai","$none","Direct"
"Centennial College","Canada","Education","1,000 - 4,999","$250M - $500M","1s","","centennialcollege.ca","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"Rapidsoft Systems, Inc.","United States","Software and Technology","100 - 249","$50M - $100M","1s","","rapidsoftsystems.com","app.factors.ai","$none","Direct"
"Gupta Media","United States","Business Services","20 - 49","$10M - $25M","1s","","guptamedia.com","www.factors.ai/blog/revenue-forecasting-models","$none","Organic Search"
"Polish Air Navigation Services Agency","Poland","Transportation and Logistics","1,000 - 4,999","$100M - $250M","1s","","pansa.pl","www.factors.ai/labs/whats-the-right-number-of-demo-form-fields","$none","Organic Search"
"LEXINGTON MANAGEMENT","United States","Hospitality and Travel","20 - 49","$10M - $25M","1s","","lexmc.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"EI Core Technology","India","Software and Technology","10 - 19","$1M - $5M","1s","","eicoretech.com","www.factors.ai","$none","Referral"
"Old Dominion University","United States","Education","1,000 - 4,999","$250M - $500M","1s","","odu.edu","app.factors.ai","$none","Direct"
"Treeswift","United States","Software and Technology","10 - 19","$1M - $5M","1s","","treeswift.com","www.factors.ai/blog/revenue-forecasting-models","$none","Organic Search"
"Connekted","United States","Software and Technology","20 - 49","$1M - $5M","1s","","connekted.com","www.factors.ai/blog/types-of-attribution-models","$none","Organic Search"
"Business & Hotel Management School","Switzerland","Education","100 - 249","$25M - $50M","1s","","bhms.ch","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"B&H Architects","Canada","Construction","250 - 499","$50M - $100M","1s","","bharchitects.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Diffusion","United States","Business Services","100 - 249","$10M - $25M","1s","","diffusionpr.com","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"Dominknow","Canada","Software and Technology","20 - 49","$5M - $10M","1s","","dominknow.com","www.factors.ai/blog/abm-metrics-to-measure-campaign-success","$none","Organic Search"
"NewWave Computing Pvt Ltd","India","Software and Technology","100 - 249","$5M - $10M","1s","","newwavecomputing.com","www.factors.ai","$none","Organic Social"
"Cundall","United Kingdom","Construction","1,000 - 4,999","$100M - $250M","1s","","cundall.com","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"ESPN","United States","Media and Entertainment","5,000 - 9,999","$5B+","1s","","espn.com","www.factors.ai","$none","Direct"
"TB12","United States","Consumer Goods and Services","20 - 49","$1M - $5M","1s","","tb12sports.com","www.factors.ai","$none","Direct"
"Apply Digital","United Kingdom","Software and Technology","100 - 249","$50M - $100M","1s","","applydigital.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"CGNet Swara","India","Media and Entertainment","10 - 19","$1M - $5M","1s","","cgnetswara.org","www.factors.ai/blog/factors-vs-oribi","$none","Organic Search"
"Walter Internet Solutions GmbH","Germany","Software and Technology","$none","$1 - $1M","1s","","walter-internetsolutions.com","www.factors.ai/blog/customer-acquisition-cost","$none","Organic Search"
"Bartholomew County REMC","United States","Energy and Utilities","20 - 49","$50M - $100M","1s","","bcremc.com","www.factors.ai/blog/revenue-forecasting-models","$none","Organic Search"
"TalkTalkTelecom Group","United Kingdom","Telecommunications","1,000 - 4,999","$1B - $2.5B","1s","","talktalkgroup.com","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"F-Musiikki Oy","Finland","Media and Entertainment","20 - 49","$10M - $25M","1s","","f-musiikki.fi","www.factors.ai/blog/sales-territory","$none","Organic Search"
"Thedvorakgroup","United States","$none","1,000 - 4,999","$none","1s","","thedvorakgroup.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Mobistar","Belgium","Telecommunications","1,000 - 4,999","$500M - $1B","1s","","orange.be","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"Washington University In St. Louis","United States","Education","10,000+","$2.5B - $5B","1s","","wustl.edu","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"Keller Williams Realty","United States","Real Estate","10,000+","$250M - $500M","1s","","kw.com","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"City Of Panama City","United States","Government","500 - 999","$50M - $100M","1s","","pcgov.org","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Gymnázium Tišnov","Czech Republic","Education","50 - 99","$1M - $5M","1s","","gym-tisnov.cz","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"University Of Wisconsin - Madison","United States","Education","10,000+","$2.5B - $5B","1s","","wisc.edu","www.factors.ai/blog/time-decay-attribution-model#:~:text=Conventional%20attribution%20models%20tend%20to,the%20first%20or%20last%20interaction.","$none","Organic Search"
"Miller Brooks","United States","Business Services","20 - 49","$10M - $25M","1s","","millerbrooks.com","www.factors.ai","$none","Direct"
"Insightsoftware","Sweden","Software and Technology","1,000 - 4,999","$100M - $250M","1s","","insightsoftware.com","www.factors.ai/blog/the-principles-of-modern-b2b-marketing-part-1-brand-building-vs-sales-activation","$none","Direct"
"CloudSense","United Kingdom","Software and Technology","250 - 499","$50M - $100M","1s","","cloudsense.com","www.factors.ai/blog/revenue-forecasting-models","$none","Organic Search"
"Mr. Rogers Windows","United States","Construction","100 - 249","$10M - $25M","1s","","mrrogerswindows.com","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"SrinSoft","India","Business Services","250 - 499","$50M - $100M","1s","","srinsofttech.com","www.factors.ai/pricing","$none","Organic Search"
"GroupM","United States","Business Services","10,000+","$5B+","1s","","groupm.com","www.factors.ai/pricing","$none","Direct"
"Het Mediacentrum","Netherlands","Real Estate","10 - 19","$1M - $5M","1s","","hetmediacentrum.nl","www.factors.ai/blog/a-non-exhaustive-list-of-limitations-with-ga4-2022","$none","Organic Search"
"Coforge","India","Software and Technology","10,000+","$500M - $1B","1s","","coforge.com","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"Monograph","United States","Business Services","20 - 49","$1M - $5M","1s","","monograph.com","www.factors.ai","$none","Direct"
"Primary Office Furniture Services","United Kingdom","Furniture","20 - 49","$250M - $500M","1s","","primaryofs.co.uk","www.factors.ai","$none","Direct"
"Coposit","Australia","Real Estate","10 - 19","$5M - $10M","1s","","coposit.com.au","www.factors.ai/blog/stages-of-the-customer-journey","$none","Direct"
"VALID Digitalagentur GmbH","Germany","Telecommunications","20 - 49","$1M - $5M","1s","","valid-digital.com","www.factors.ai","$none","Direct"
"Eos Group","United States","Software and Technology","20 - 49","$5M - $10M","1s","","eosgroup.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Angel Broking","India","Financial Services","1,000 - 4,999","$100M - $250M","1s","","angelbroking.com","www.factors.ai","$none","Direct"
"DataRobot","United States","Software and Technology","1,000 - 4,999","$100M - $250M","1s","","datarobot.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Trent University","Canada","Education","1,000 - 4,999","$250M - $500M","1s","","trentu.ca","www.factors.ai/blog/lead-scoring-models-explained","$none","Organic Search"
"TRASPAC","Indonesia","Software and Technology","20 - 49","$5M - $10M","1s","","traspac.co.id","www-factors-ai.translate.goog/blog/revenue-forecasting-models","$none","Organic Search"
"Develon","Italy","Software and Technology","50 - 99","$10M - $25M","1s","","develon.com","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"Ace / Avant Concrete Construction Co.","United States","Construction","250 - 499","$50M - $100M","1s","","aceavant.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Pillar Resource Services Inc","Canada","Energy and Utilities","100 - 249","$100M - $250M","1s","","pillar.ca","www.factors.ai/blog/types-of-attribution-models","$none","Organic Search"
"SDG Group","United States","Business Services","1,000 - 4,999","$100M - $250M","1s","","sdggroup.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"INTELIFAB LLC","United States","Manufacturing","20 - 49","$10M - $25M","1s","","intelifab.net","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"L&T Financial Services","India","Financial Services","10,000+","$500M - $1B","1s","","ltfs.com","www.factors.ai","$none","Organic Search"
"IMPRESARIO ENTERTAINMENT & HOSPITALITY Pvt Ltd","India","Hospitality and Travel","1,000 - 4,999","$250M - $500M","1s","","impresario.in","factor-ai.webflow.io/competitors/leadfeeder","$none","Direct"
"HB Mechanical Services","United States","Construction","20 - 49","$5M - $10M","1s","","hbmechanical.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Hercules Capital","United States","Financial Services","50 - 99","$100M - $250M","1s","","htgc.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Current Lighting","United States","Manufacturing","5,000 - 9,999","$500M - $1B","1s","","currentlighting.com","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"So Shape","France","Manufacturing","20 - 49","$1M - $5M","1s","","soshape.com","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"Intrinsik","United States","Business Services","50 - 99","$5M - $10M","1s","","intrinsik.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"FLS Transportation Services","United States","Transportation and Logistics","250 - 499","$250M - $500M","1s","","flstransport.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Wave Riding Vehicles","United States","Retail and Distribution","50 - 99","$5M - $10M","1s","","waveridingvehicles.com","www.factors.ai/blog/attribution-reporting-what-you-can-learn-from-marketing-attribution-reports","$none","Organic Search"
"Eurotech","Italy","Hardware","250 - 499","$100M - $250M","1s","","eurotech.com","www.factors.ai/blog/stages-of-the-customer-journey","$none","Direct"
"Gridwealth","United States","Energy and Utilities","10 - 19","$1M - $5M","1s","","gridwealth.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Innoval Digital Solutions Pvt Ltd","India","Software and Technology","100 - 249","$5M - $10M","1s","","ivldsp.com","www.factors.ai","$none","Organic Search"
"Sri Ramakrishna Engineering College","India","Education","1,000 - 4,999","$100M - $250M","1s","","srec.ac.in","www.factors.ai/blog/google-search-marketing-in-2022-keyword-matching","$none","Organic Search"
"BACKGROUND RUNNER INC","United States","Business Services","10 - 19","$1M - $5M","1s","","backgroundrunner.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Sidel","United States","Manufacturing","5,000 - 9,999","$1B - $2.5B","1s","","sidel.com","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"BoardEx","India","Business Services","250 - 499","$10M - $25M","1s","","boardex.com","www.factors.ai","$none","Direct"
"Leeds Professional Resources","United States","Business Services","20 - 49","$1M - $5M","1s","","leedsresources.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Hult International Business School","United States","Education","1,000 - 4,999","$none","1s","","hult.edu","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"BVRIT Hyderabad","India","Education","20 - 49","$1M - $5M","1s","","bvrithyderabad.edu.in","www.factors.ai","$none","Direct"
"Microchip Technology, Inc","India","Hardware","10,000+","$2.5B - $5B","1s","","microchip.com","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"Air Liquide","France","Automotive","10,000+","$5B+","1s","","airliquide.com","www.factors.ai/blog/the-principles-of-modern-b2b-marketing-part-1-brand-building-vs-sales-activation","$none","Organic Search"
"IFS","Sweden","Software and Technology","1,000 - 4,999","$500M - $1B","1s","","ifs.com","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"Arorian Technologies","India","Software and Technology","20 - 49","$1 - $1M","1s","","arorian.com","www.factors.ai","$none","Direct"
"Swing Education","United States","Education","50 - 99","$100M - $250M","1s","","swingeducation.com","www.factors.ai/blog/hockeystack-alternatives","$none","Organic Search"
"ARYA ENGINEERS & CONTRACTORS PVT LTD","India","Construction","20 - 49","$1M - $5M","1s","","aryaengineers.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Western Governors University","United States","Education","5,000 - 9,999","$500M - $1B","1s","","wgu.edu","www.factors.ai/blog/types-of-attribution-models","$none","Organic Search"
"Abstrakt Marketing Group","United States","Business Services","500 - 999","$10M - $25M","1s","","abstraktmg.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Royal Opera House","United Kingdom","Business Services","1,000 - 4,999","$250M - $500M","1s","","roh.org.uk","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"Manchester Metropolitan University","United Kingdom","Education","1,000 - 4,999","$500M - $1B","1s","","mmu.ac.uk","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"Raamdecoratie.com","Netherlands","Retail and Distribution","20 - 49","$1M - $5M","1s","","raamdecoratie.com","www.factors.ai/blog/visitor-identification-software","$none","Organic Search"
"DHL","Australia","Transportation and Logistics","10,000+","$5B+","1s","","dhl.com","www.factors.ai/blog/revenue-forecasting-models","$none","Organic Search"
"Canada","Canada","Financial Services","50 - 99","$1M - $5M","1s","","canadarussiachambers.org","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Laboratoires Expanscience","Italy","Pharmaceuticals","1,000 - 4,999","$250M - $500M","1s","","expanscience.com","www.factors.ai/blog/customer-acquisition-cost","$none","Organic Search"
"FHNW","Switzerland","Education","1,000 - 4,999","$250M - $500M","1s","","fhnw.ch","www.factors.ai","$none","Direct"
"Cloud Lending Solutions","India","Software and Technology","100 - 249","$50M - $100M","1s","","cloudlendinginc.com","localhost:3000/analyse","$none","Direct"
"Instasell","India","Software and Technology","10 - 19","$1M - $5M","1s","","instasell.in","www.factors.ai","$none","Organic Search"
"University Of Southern California","United States","Education","10,000+","$500M - $1B","1s","","usc.edu","www.factors.ai","$none","Direct"
"Verdantis","India","Software and Technology","50 - 99","$10M - $25M","1s","","verdantis.com","www.factors.ai/customers/aviso","$none","Direct"
"Argonne National Laboratory","United States","Business Services","1,000 - 4,999","$500M - $1B","1s","","anl.gov","app.factors.ai/login","$none","Direct"
"Justt","United States","Software and Technology","100 - 249","$25M - $50M","1s","","justt.ai","www.factors.ai/blog/types-of-attribution-models","$none","Organic Search"
"Mankind Media","Canada","Business Services","10 - 19","$1M - $5M","1s","","mankind.biz","www.factors.ai/blog/visitor-identification-software","$none","Direct"
"BBI Logistics","United States","Transportation and Logistics","100 - 249","$10M - $25M","1s","","bbilogistics.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Red Mountain Group","United States","Real Estate","50 - 99","$5M - $10M","1s","","redmountaingroupinc.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"SAP Concur","United States","Software and Technology","1,000 - 4,999","$1B - $2.5B","1s","","concur.com","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"INTERACTIVE BROKERS IRELAND LIMITED","Ireland","Financial Services","1,000 - 4,999","$100M - $250M","1s","","interactivebrokers.ie","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"DB E.C.O. Group","India","Transportation and Logistics","1,000 - 4,999","$1 - $1M","1s","","db-eco.com","www.factors.ai/blog/types-of-attribution-models","$none","Organic Search"
"Andersen Partnership","New Zealand","Business Services","100 - 249","$50M - $100M","1s","","andersenpartnership.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Celebal Technologies","India","Software and Technology","1,000 - 4,999","$10M - $25M","1s","","celebaltech.com","www.factors.ai","$none","Direct"
"Kanton Zug","Switzerland","Government","100 - 249","$50M - $100M","1s","","zg.ch","www.factors.ai/blog/customer-acquisition-cost","$none","Organic Search"
"Oxfam","United Kingdom","Government","1,000 - 4,999","$500M - $1B","1s","","oxfam.org.uk","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"TenantBase","United States","Real Estate","100 - 249","$25M - $50M","1s","","tenantbase.com","www.factors.ai","$none","Organic Search"
"LRS Services Pvt Ltd","India","Business Services","100 - 249","$5M - $10M","1s","","lrsservices.in","www.factors.ai/blog/sales-territory","$none","Organic Search"
"Primepoint","United States","Software and Technology","50 - 99","$10M - $25M","1s","","primepoint.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"B. Braun Medical","United States","Healthcare and Medical","10,000+","$500M - $1B","1s","","bbraunusa.com","www.factors.ai","$none","Direct"
"San Bernardino City Unified School District","United States","Education","5,000 - 9,999","$500M - $1B","1s","","sbcusd.com","www.factors.ai","$none","Organic Search"
"One Love","United States","Government","20 - 49","$5M - $10M","1s","","joinonelove.org","www.factors.ai","$none","Organic Search"
"Northrop Grumman Corporation","United States","Software and Technology","10,000+","$5B+","1s","","northropgrumman.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"1Kosmos","India","Software and Technology","50 - 99","$1M - $5M","1s","","1kosmos.com","app.factors.ai/attribution/report","$none","Direct"
"Vodafone Idea Ltd","United States","Telecommunications","10,000+","$5B+","1s","","vodafoneidea.com","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"Manatee","United States","Healthcare and Medical","20 - 49","$1M - $5M","1s","","getmanatee.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Finastra Ltd","Canada","Software and Technology","10,000+","$1B - $2.5B","1s","","finastra.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Sysdig","India","Software and Technology","500 - 999","$50M - $100M","1s","","sysdig.com","www.factors.ai/blog/zoominfo-pricing","$none","Direct"
"GlobalData","United Kingdom","Business Services","1,000 - 4,999","$100M - $250M","1s","","globaldata.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"The Prestwick Group","United States","Manufacturing","100 - 249","$10M - $25M","1s","","prestwick-group.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"EMAPTA","Philippines","Business Services","100 - 249","$50M - $100M","1s","","emapta.com","www.factors.ai/blog/pipeline-velocity","$none","Organic Search"
"SaaS Labs","India","Software and Technology","100 - 249","$25M - $50M","1s","","saaslabs.co","www.factors.ai","$none","Direct"
"Templafy","Denmark","Software and Technology","250 - 499","$50M - $100M","1s","","templafy.com","www.factors.ai/blog/types-of-attribution-models","$none","Organic Search"
"Transwestern","United States","Real Estate","1,000 - 4,999","$250M - $500M","1s","","transwestern.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Ciptex","United Kingdom","Telecommunications","20 - 49","$5M - $10M","1s","","ciptex.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Evantage IT Consulting Services Pvt Ltd","India","Business Services","20 - 49","$5M - $10M","1s","","evantageit.com","www.factors.ai","$none","Direct"
"RMK Engineering College","India","Education","250 - 499","$50M - $100M","1s","","rmkec.ac.in","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"Huboo","United Kingdom","Transportation and Logistics","500 - 999","$100M - $250M","1s","","huboo.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"BRC","United States","Associations","1,000 - 4,999","$100M - $250M","1s","","brc.org","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
