"Company Name","Country","Industry","Employee Range","Revenue Range","Time spent","Pages viewed","Domain","Initial Page seen","Campaign","Channel"
"Roessel Joy","United States","Business Services","20 - 49","$1M - $5M","1s","","roesseljoy.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Montgomery County Public Schools","United States","Education","10,000+","$500M - $1B","1s","","montgomeryschoolsmd.org","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"TheLoops","India","Software and Technology","20 - 49","$1M - $5M","1s","","theloops.ai","app.factors.ai/analyse","$none","Direct"
"Wickes","United Kingdom","Retail and Distribution","5,000 - 9,999","$500M - $1B","1s","","wickes.co.uk","www.factors.ai","$none","Organic Social"
"Fellow Digitals","Netherlands","Software and Technology","20 - 49","$5M - $10M","1s","","fellowdigitals.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Maintel","United Kingdom","Telecommunications","500 - 999","$100M - $250M","1s","","maintel.co.uk","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Leadership Strategies","United States","Business Services","20 - 49","$1M - $5M","1s","","leadstrat.com","www.factors.ai/pricing","$none","Direct"
"London Borough Of Bromley","United Kingdom","Government","1,000 - 4,999","$10M - $25M","1s","","bromley.gov.uk","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"Michigan Technological University","India","Education","1,000 - 4,999","$250M - $500M","1s","","mtu.edu","www.factors.ai/blog/revenue-forecasting-models","$none","Organic Search"
"University College Birmingham","United Kingdom","Education","1,000 - 4,999","$100M - $250M","1s","","ucb.ac.uk","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"SullivanCurtisMonroe Insurance Services","United States","Financial Services","100 - 249","$10M - $25M","1s","","sullicurt.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"OSCAR RESEARCH LTD","United Kingdom","Business Services","10 - 19","$10M - $25M","1s","","oscar-research.co.uk","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Leuphana Universität Lüneburg","Germany","Education","1,000 - 4,999","$500M - $1B","1s","","leuphana.de","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"SpendHQ","United States","Software and Technology","50 - 99","$1M - $5M","1s","","spendhq.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Altimetrik","India","Software and Technology","1,000 - 4,999","$500M - $1B","1s","","altimetrik.com","www.factors.ai/blog/heap-vs-mixpanel","$none","Organic Search"
"Whippy","Ireland","Business Services","10 - 19","$1M - $5M","1s","","whippy.co","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Temasek Polytechnic","Singapore","Education","1,000 - 4,999","$25M - $50M","1s","","tp.edu.sg","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"OPEN WATER CAPITAL SL","Spain","Financial Services","10 - 19","$1M - $5M","1s","","pablofernandez.com","www.factors.ai/blog/amplitude-vs-google-analytics","$none","Organic Search"
"Climote","Ireland","Consumer Goods and Services","20 - 49","$10M - $25M","1s","","climote.ie","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"SOLCOM GmbH","Germany","Business Services","100 - 249","$250M - $500M","1s","","solcom.de","www.factors.ai/blog/abm-metrics-to-measure-campaign-success","$none","Organic Search"
"Ravago","Belgium","Manufacturing","5,000 - 9,999","$2.5B - $5B","1s","","ravago.com","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"International Institute Of Information Technology Bangalore","India","Education","100 - 249","$5M - $10M","1s","","iiitb.ac.in","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Gamuda Land","Malaysia","Real Estate","100 - 249","$100M - $250M","1s","","gamudaland.com.my","www.factors.ai/blog/b2b-pipeline-acceleration","$none","Organic Search"
"Precoa","United States","Financial Services","250 - 499","$100M - $250M","1s","","precoa.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"The University Of Texas At Austin","United States","Education","10,000+","$1B - $2.5B","1s","","utexas.edu","www.factors.ai/labs/what-keyword-themes-work-best-according-to-data","$none","Organic Search"
"Thomson Reuters Corporation","United States","Media and Entertainment","10,000+","$5B+","1s","","thomsonreuters.com","www.factors.ai/versus/leadfeeder","$none","Organic Search"
"MIRACLE TECH DISTRIBUTORS Pvt Ltd","India","Software and Technology","10 - 19","$5M - $10M","1s","","miracletech.in","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Copper Tap & 1806","United Kingdom","Hospitality and Travel","$none","$none","1s","","theblanco.group","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Indus Valley Partners","India","Software and Technology","500 - 999","$50M - $100M","1s","","ivp.in","app.factors.ai/login","$none","Direct"
"Aston University","United Kingdom","Education","1,000 - 4,999","$250M - $500M","1s","","aston.ac.uk","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"Delta Air Lines","United States","Transportation and Logistics","10,000+","$5B+","1s","","delta.com","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"KEDGE Business School","France","Education","250 - 499","$250M - $500M","1s","","kedge.edu","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"SGA","United States","Construction","100 - 249","$5M - $10M","1s","","sga-arch.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Holyoke Community College","United States","Education","250 - 499","$25M - $50M","1s","","hcc.edu","app.factors.ai/login","$none","Direct"
"iFinance Canada","Canada","Financial Services","100 - 249","$10M - $25M","1s","","ifinancecanada.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"GoTo","India","Software and Technology","1,000 - 4,999","$1 - $1M","1s","","gotomeeting.com","www.factors.ai","$none","Direct"
"Akamai Technologies, Inc.","India","Software and Technology","5,000 - 9,999","$2.5B - $5B","1s","","akamai.com","www.factors.ai/blog/account-based-marketing-team-structure","$none","Organic Search"
"WEDGEWOOD CARE CENTER INC","United States","Healthcare and Medical","100 - 249","$25M - $50M","1s","","highfieldgardens.com","www.factors.ai/pricing","$none","Direct"
"M2P Solutions Pvt Ltd","India","Financial Services","20 - 49","$5M - $10M","1s","","m2p.in","www.factors.ai","$none","Direct"
"Beacon EmbeddedWorks","United States","Hardware","100 - 249","$50M - $100M","1s","","beaconembedded.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Calsoft","India","Software and Technology","1,000 - 4,999","$100M - $250M","1s","","calsoftinc.com","www.factors.ai","$none","Direct"
"KAREXPERT TECHNOLOGIES PVT LTD","India","Healthcare and Medical","100 - 249","$1M - $5M","1s","","karexpert.com","www.factors.ai","$none","Direct"
"Ngrok","United States","Software and Technology","50 - 99","$10M - $25M","1s","","ngrok.com","www.factors.ai","$none","Direct"
"Panalgo LLC","India","Software and Technology","20 - 49","$10M - $25M","1s","","squadhelp.com","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"Employ","United States","Business Services","500 - 999","$100M - $250M","1s","","employinc.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Florida Medical Clinic","United States","Healthcare and Medical","1,000 - 4,999","$250M - $500M","1s","","floridamedicalclinic.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"MATRIX CELLULAR SERVICES LIMITED","India","Telecommunications","1,000 - 4,999","$250M - $500M","1s","","matrix.in","www.factors.ai/pricing","$none","Direct"
"Zeta Global","United States","Software and Technology","1,000 - 4,999","$250M - $500M","1s","","zetaglobal.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Golston Real Estate","United States","Financial Services","50 - 99","$none","1s","","golstonre.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"ABC NETWORK","India","Media and Entertainment","1,000 - 4,999","$5B+","1s","","abc.com","www.factors.ai/blog/top-7-marketing-attribution-tools","$none","Organic Search"
"Frontier Communications Company","Thailand","Telecommunications","10,000+","$5B+","1s","","frontier.com","www.factors.ai/blog/revenue-forecasting-models","$none","Organic Search"
"X Ecom Information Technologies","India","Software and Technology","20 - 49","$10M - $25M","1s","","xecomit.com","www.factors.ai/blog/revenue-forecasting-models","$none","Direct"
"Logically","India","Software and Technology","100 - 249","$25M - $50M","1s","","logically.ai","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Janover Ventures","United States","Real Estate","10 - 19","$1M - $5M","1s","","janover.ventures","www.factors.ai","$none","Direct"
"Fuse Co-operative","Canada","Business Services","10 - 19","$none","1s","","fuse.coop","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Clovis Point Capital","United States","Financial Services","10 - 19","$1M - $5M","1s","","cpcap.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Seniors IT","Jordan","Software and Technology","10 - 19","$10M - $25M","1s","","seniorsit.net","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"Xemoto Media","Canada","Media and Entertainment","10 - 19","$none","1s","","xemotomedia.com","www.factors.ai/blog/buyer-intent-for-abm","$none","Organic Search"
"TECHINFOPLACE SOFTWARES PVT","India","Business Services","20 - 49","$5M - $10M","1s","","techinfoplace.com","factors-dev.com:3000","$none","Direct"
"Endava","Macedonia","Software and Technology","5,000 - 9,999","$500M - $1B","1s","","endava.com","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"StockCrowd","Spain","Software and Technology","20 - 49","$5M - $10M","1s","","stockcrowd.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Dell","United States","Software and Technology","10,000+","$5B+","1s","","dell.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Alera Group","United States","Financial Services","1,000 - 4,999","$500M - $1B","1s","","aleragroup.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Raetsheren Van Orden B.V.","Netherlands","Financial Services","100 - 249","$50M - $100M","1s","","raetsheren.nl","www.factors.ai","$none","Organic Search"
"The Smyth Group","United States","Software and Technology","20 - 49","$10M - $25M","1s","","thesmythgroup.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Qualfon","Philippines","Business Services","10,000+","$250M - $500M","1s","","qualfon.com","www.factors.ai/blog/types-of-attribution-models","$none","Organic Search"
"Trusted Tech Team","United States","Retail and Distribution","100 - 249","$1M - $5M","1s","","trustedtechteam.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Draper University","United States","Education","50 - 99","$1M - $5M","1s","","draperuniversity.com","www.factors.ai/product/account-intelligence","$none","Direct"
"GRS Recruiting","United States","Business Services","10 - 19","$1M - $5M","1s","","grsrecruiting.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Squeaky Wheel Media","United States","Business Services","20 - 49","$1M - $5M","1s","","squeaky.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Madurai Kamaraj University","India","Education","1,000 - 4,999","$100M - $250M","1s","","mkuniversity.org","www.factors.ai","$none","Organic Search"
"8x8","United States","Software and Technology","1,000 - 4,999","$500M - $1B","1s","","8x8.com","www.factors.ai","$none","Organic Search"
"Waste Management","United States","Energy and Utilities","10,000+","$5B+","1s","","wm.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"LearningMate","India","Education","500 - 999","$100M - $250M","1s","","learningmate.com","www.factors.ai/blog/sales-territory","$none","Organic Search"
"NJDIVISIONOFTAXATION","United States","Government","10,000+","$500M - $1B","1s","","taxamnesty.nj.gov","www.factors.ai/blog/lead-generation-vs-demand-generation","$none","Organic Search"
"University Of California, Berkeley","United States","Education","10,000+","$1B - $2.5B","1s","","berkeley.edu","www.factors.ai","$none","Direct"
"Bishop Fox","United States","Software and Technology","250 - 499","$50M - $100M","1s","","bishopfox.com","www.factors.ai/pricing","$none","Direct"
"SUPREME COMPUTERS & SOFTWARES","India","Software and Technology","10 - 19","$1 - $1M","1s","","supremesoft.in","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"Liquide","India","Financial Services","10 - 19","$5M - $10M","1s","","liquide.life","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Equity Services, Inc.","United States","Financial Services","100 - 249","$1M - $5M","1s","","equity-services.com","www.factors.ai","$none","Organic Search"
"Royal Ahold Delhaize","Canada","Retail and Distribution","10,000+","$5B+","1s","","aholddelhaize.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"AtWork Group","United States","Business Services","500 - 999","$100M - $250M","1s","","atwork.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Bitly","United States","Software and Technology","250 - 499","$10M - $25M","1s","","bitly.com","www.factors.ai/blog/net-dollar-retention","$none","Organic Search"
"Colonial Life & Accident Insurance","United States","Financial Services","10,000+","$5B+","1s","","coloniallife.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Chrismer CEO Consulting Ltd.","United States","Business Services","10 - 19","$1M - $5M","1s","","chrismer.com","www.factors.ai/blog/zoominfo-pricing","$none","Direct"
"CloudEagle","United States","Software and Technology","10 - 19","$1 - $1M","1s","","cloudeagle.ai","www.factors.ai","$none","Direct"
"Hirom Technologies","India","$none","$none","$none","1s","","hiromtech.com","www.factors.ai","$none","Organic Search"
"SEOmonitor","Romania","Software and Technology","20 - 49","$1M - $5M","1s","","seomonitor.com","www.factors.ai/blog/sales-territory","$none","Organic Search"
